tweet_id,sentiment,author,content
1957567222,worry,viviene24,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...
1957567698,sadness,jradc,@Rina_spn your boyfriend didn't even say bye!
1957568605,sadness,menendezm08,Have you ever realized you never fully have everything you want?  feelin' down.
1957570514,sadness,michaelalacey,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
1957570614,worry,sarahhhhhs,I don't know what to wear....
1957571193,worry,citylove,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I'm so sad
1957571320,worry,Pennygiirl,working on my oral presentation and upset.........
1957571502,sadness,RealMrMatrix,@jerseyzmorenita: Sad But True  :: I SHouldnt Right?
1957571516,worry,Mz_Cognac,#3wordsaftersex i think im bleeding.
1957571721,sadness,steaky,supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!
1957571904,worry,KrystelWilde8A,i miss you soo much
1957571940,sadness,kittycatemeow,"i lost all my friends, i'm alone and sleepy..i wanna go home"
1957572715,sadness,crucifire,@brainstuck i didnt get the joke
1957573018,hate,brtak,"@jojototh @abduzeedo firefox ok, but opera and IE - footer is not ok"
1957573557,sadness,se_brandon,"Also, I'm really missing Sami... just thought I would throw that one out there..."
1957573854,worry,nstefan,"Thanks those who have clicked :p Well I think I did something wrong, it's still at 0 visitor, 0%.. maybe I need to reinstall everything"
1957573908,worry,archanasuswaram,i'm new!!!!! dunno whatta doo!
1957574114,worry,MakeUpByBrooke,@MakeupGeek I am soo excited about your pasadena seminar...if only i can find the confermation email
1957574386,worry,ByronJH,"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap"
1957574843,worry,sarahlay,This already feels like one of those days where I just won't be able to win.
1957574844,happiness,tinybaybee,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
1957575428,hate,bengillam,@berkscub no sorry twitter sucks balls since the replys change  #fixreplies
1957576278,sadness,JOJO1124,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing
1957578230,worry,misskittymarie,why is it so hard to find good house events in the Sacramento area?
1957578248,worry,sssssstephanie,@fifitheconquero I was going to go to london for a week then had to change my ticket! I would have been there right now
1957578438,sadness,k0nan97,at last i wr0te again....got bored the previous dayss....
1957579637,worry,Stephny,@julsey I should be asleep  trying to be...
1957580450,sadness,galaxydazzle,@binncheol  I'm afraid so. All tour I have had people refusing to believe that I am anything else... Irish all the way.
1957581121,worry,sannedeleeuw,"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs"
1957581680,worry,kayla_chantel,In bed can't sleep .... Something is missing.....
1957581930,worry,legendaryTVAC,"actually, i think i'm being mean to her....i feel sorry now"
1957582469,sadness,M_Snead,It's 4 am and I'm hungry
1957582513,sadness,AshFlores,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??
1957583045,sadness,stacii1980,can't go to bed  An am sooooo tired!!!
1957583174,hate,miss_r,"Shit shit, i didn't mean to dall asleep again, it's 9am, I wanted to be out by 9.30. Don't know why I'm so tired,I wasn't late last night"
1957583241,sadness,razzles13,man.. it's starting to rain real hard..
1957583470,worry,kelly960,"@Ozalina It's been fine for me for like, a week, but now it just won't load."
1957583574,worry,lillycarrico,Can't sleep....restless mind! Agh
1957583578,worry,liedra,"@demios101 oh, sorry to hear about this too  sad"
1957583581,hate,tieandshades,Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining.
1957583645,worry,fingermarked,My mock ACET scores have shown me that I am doomed to fail not because of ignorance but because of stupidity.
1957583765,worry,draganamusic,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!"
1957584006,hate,oliverwalton,Up earlier because of a stupid orthadontist appointment
1957584163,worry,scribblegurl,"The horror that is Maggie Gallagher is still with me. Such a big ball of ignorance. You can't reason with idiots like that, which sucks."
1957584587,sadness,Rachelfurner,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh
1957584973,happiness,FromYesterday,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
1957585499,worry,kimimd2b,Can't sleep bc I know I have to be up early !
1957585756,sadness,glitzyangel,got paid nowhere near as much as she thought she would
1957586112,worry,jaimekristene,I'm bummed that I didn't get TEDx tickets
1957586335,worry,mentor2mentor,@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.
1957586403,worry,aaronakateejay,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?
1957586783,worry,steph2theleft,@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it
1957586924,happiness,Lighthousestudi,"Wow what a sunny day,  just recovering some erased files"
1957587498,sadness,MikeTheTech,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.
1957588423,worry,andrewsayer,I also shall be missing Lauren when she goes for a week
1957588879,sadness,TessMorris,@pilgrimfamilyuk oh no I hate that
1957589272,sadness,MsDianeG,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!"
1957589419,sadness,ThetaHealerMaya,@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?
1957590087,worry,Mercs,mayb he was raped when he was younger
1957590363,sadness,ahashake,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
1957590387,worry,iCARAlot,I'm tired. I think I'm becoming too old to go out.
1957590946,worry,fxravin,Back in Durham from Greensboro but Cook-Outs closed.  hmmmm....
1957591160,worry,sparkling_jewel,says God please i hope it doesn't brownout...i'm burning my files  http://plurk.com/p/wy5za
1957591576,sadness,Tin06,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
1957591739,happiness,jackieeeg,is wondering where all her friends went...
1957591849,sadness,xLakeEffectKid,"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you"
1957591986,sadness,caldjr,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again
1957592011,sadness,Sidepocket,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.
1957592620,sadness,jtothe9,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too"
1957593237,worry,beckylucas,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed"
1957593724,worry,GarethCrew,http://bit.ly/ZGuQP  What would happen if the Bees died?
1957594329,worry,PaccmanSEQ,@Jinsing what Brody how dare u
1957594789,love,minorityx,@melissaohh omg  when do they finish??
1957594919,worry,suigi,"has tummy pains  n woke stu up for a drink in the middle of the night, I don't remember it"
1957595567,happiness,movewithme,@mangointhesky idk. The original is so great.
1957595785,happiness,TiaRose11,Finishing Homework.  BOOO
1957595823,hate,ginaflemmen,"@Sihm and the &quot;fuck  &quot; was because I dont get my gift!   I was SO exited about it, and it was sooo awesome..."
1957595865,sadness,sweetsofgeorgia,"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2"
1957596055,sadness,lottie_89,@BK_II I have no choice  have to get on it!
1957596516,happiness,pelelatif,Football session after this.fun
1957596519,happiness,Richard_Gable,"@Bass_ Heading off to Poole around 4ish, @LucyKD has some serious gardening to do before we go, no Tweetdeck til Sunday evening,"
1957596976,worry,astynes,"@karinb_za its not fruit, its those sugar covered sweets. My tummy is not happy"
1957597414,love,kmctabs,is not ready for school yet!!!  http://plurk.com/p/wy69d
1957598181,love,ohthedotty,"@KarenAnn_P i'm so sorry about that  i was really excited about it too! but i might continue posting externally, so fingers crossed!"
1957598283,worry,KingLaffo,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you
1957599143,happiness,laurakendrick,job centre bound. oh yay.
1957599694,worry,magia3e,Is anyone's #visialvoicemail working. Have done the sync. Turned off &amp; on. But still not going  Help?
1957599748,worry,tashan,"Ready, Set.... hmmm DELAY"
1957599828,worry,lesleh,driving lesson then off to ikea with the mother and finally work. today is going to be wank
1957599931,happiness,renekreijveld,"@hilsatlvsonline Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer"
1957601055,happiness,thefluentone,@moneymakn1 Thats actually not that fun as you would think... I was hurting for a week after a similar experience.
1957601782,sadness,emotionalpedant,"@FelipeAzucares Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed."
1957601859,sadness,xPrincess_Danax,Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours
1957602228,happiness,silasistheman,"I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty"
1957602754,sadness,hannahbeth1990,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore"
1957603474,worry,evababydiva,where's Jake??
1957604270,love,scarletshimmer,@Dichenlachman oh I love oreos!! U can't get many varieties in the uk
1957604271,worry,tkenny,"In work early, frustrating myself with my own work before I get frustrated with other work. Not much time for design today"
1957604493,worry,Maureen12683,@NKOTBahamas2009 Aw it says the pic doesn't exist anymore
1957605220,worry,stevedisme,"@DreamnetFaith69 I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then"
1957605334,love,ashtonwait,"@jassily but ... but it's michael bay ...*sigh* i'm sorry, love - didn't know you felt that way about it   XD"
1957605564,worry,hiiibnr,hurt. done trying..
1957605809,worry,sinfulsignorita,@HzNKzM i want cafe latteeeeeeeeeee
1957605896,worry,alyghasani,"I took my yearbook photo earlier at school, and I don't think that it will turn out great"
1957606490,worry,dabida,very malakas ang ulan. how will i go to fort
1957606569,worry,JuliePee,@dalzinho I was trying to back all her documents up but it wasn't playing along. its taking forever but am back at it again now
1957607977,sadness,sprinkles_,todays weigh in....  only lost 1/2 pound this week :o depressing
1957608118,worry,alicekazam,"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold"
1957608321,hate,lilmissash,it should be.. not a wink &gt;.&lt;
1957608637,worry,jasonberry,@daveoflynn Amen to that
1957609123,happiness,BriannaTerry,@shaundiviney 04182012154 send me one PLEASE!! I TXTD IN BUT I GOT A NEW PHONE
1957609876,sadness,Tiffanyco22,@SASHAMINAJ lol   the things u gotta do sometimes man smh lol
1957610175,sadness,seetee,"@sophiatam haha yea! Just working and chillin in the eastbay. Unlike u, I don't get a summer break  boo"
1957610623,worry,MyMandyy,i need to go out of office again.. i am melting..
1957611008,worry,TaratheDiva,I think i should go to sleep considering i hav to b up on 3hrs....
1957611608,hate,petraaafied,; keeps getting such delayed responses. why is my internet so messed up?!
1957611873,sadness,aliyaki,"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies"
1957612314,happiness,magia3e,@MarkStanto why thx! #webdu I was only at the conf on Thurs
1957612372,happiness,megspeaks,Aww I heard I just missed you two @logieo &amp; @egg104 !
1957612378,happiness,amienguyen,writing report cards  soooo tired but what an amazing day. check it out on fb soon!
1957612543,worry,DeidreSmith,@david_tennant yes! Watching season 2 all evening.  Wish I could get BBC2
1957612640,worry,wampykitty,@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.
1957612853,sadness,ruthie_0_o,"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!"
1957612987,worry,juliecj,"Caught up with apprentice last night, poor Howard, it was Lorraine's turn to go"
1957613033,worry,joneorange,Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½
1957613098,worry,gsamzbrownsuga,@m8m1adym307 yea me too  lol
1957613114,sadness,ChrystallJane,@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.
1957613766,sadness,Liloh_,"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work"
1957614435,worry,DrErnie,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap"
1957614712,love,NANCY___,@BrianLimond but lorraine kelly is a sexy mama!
1957615648,worry,wusel,"@_refugee_ /me gets &quot;Your video will start in 15 seconds&quot;, Exiting to watch ... for minutes  #flash #linux #fail"
1957616058,sadness,idonmessgavin,"i'm so sad, because my beloved boy doesn't online, i wait for him everyday.."
1957616062,sadness,AvaAddams,@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
1957616089,sadness,GremlinShadow,"bwarg. can't sleep, tired of drawing."
1957616119,worry,MKCOL,@fueledbyregret I walk to &amp; from work...about 25 mins...think that makes it worse   Improves once indoors tho.
1957616228,worry,cathylando,@empemp: aiaahh.. poor u  tell ur mom already?
1957616743,worry,damselseo,Oh my!...It's raining...I don't bring with me my umbrella..   baha na naman ngayun...for sure..
1957616813,worry,hippyhayley,so cold
1957616935,sadness,eclectish,"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is..."
1957617046,worry,AnniJB,"I so don't wanna go outside, I don't have anything to do there  Maybe I will write later..."
1957617281,sadness,babyowls,@pyroezra i really wish i could.
1957617285,worry,soliniguez,My phone is dying ....
1957617413,hate,Don_Egan,is not paying ï¿½8 per hr for Internet access so may be limited to Twitter via txt
1957617432,sadness,rosskie,@Nelja exactly like that ...in glasgow now ...it's a bgt busier
1957617440,sadness,uneekstylez,Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.
1957617858,happiness,emma_BMTH,"laughed so much today over that picture of lauren, that my chest hurts."
1957618067,sadness,vimahimanulua,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui
1957618813,worry,AnnieRoseM,i miss the Soulja Boy dance...
1957619663,worry,xMsSarax,Still not asleep. Ahhh  Wtf?!
1957619749,worry,azmirhamzah,new flat heads
1957620347,sadness,tamztam,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!
1957620383,worry,tiffyhavok,omgeee that hurt like helll. finally got it back in. can't close it put the ball back in
1957620391,worry,amoorejones,Have been feeling very sick    had day off today... ARRRGH
1957620839,sadness,eclectish,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
1957622351,sadness,cessyyy,lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T
1957622495,sadness,SharronEm,3rd day of pain
1957622502,happiness,ketchupinacan,This is great curl-up-in-a-ball-and-read later. I wish I had a book.
1957623513,worry,Shinybiscuit,I think I've forgotten to mention some people on my video
1957623666,worry,sk1995,Hear @jonasbrothers full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn't 'tune in'
1957623928,worry,jenjenmyfriend,Trying to get some sleep but cant  i gotta wake up early for my doctors appointment too ugh!!
1957624003,worry,susieblake2002,@VikkiJCapra Aw I left it at home  I do have some Travis or Coldplay though?  xx
1957624138,love,jenkellytisdale,@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!
1957624580,worry,JamesH6097,Leaving in 25 mins to go to Latin revision class
1957624723,sadness,azmirhamzah,missed out on westcott micro apollo too
1957625143,worry,xvanna,getting stuck from visiting sites by rain
1957625271,worry,nadiaishere,Busy.. Busy.. Busy.. :S Wont be on Ning for few days.
1957625871,worry,janewongaaa,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me"
1957626598,sadness,BRAINknowsBETTR,"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me"
1957627521,worry,ollyking,"@Redjotter no, but I will. It just seems such a cruel condition"
1957627650,sadness,Lopsi,Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick
1957627730,hate,blackarazzi,"I remember when Vanessa first stepped on to the scene. She would give it up to the paps!  Now shes 2 famous I guess. Use us, abuse us!"
1957628018,worry,missodessa,cupcakes gave me heartburn
1957628989,worry,mieeeek,Stayin over at dustins tonight... my car hates me!
1957629160,love,prasoonk,No http://twtvite.com/3koyqo #twtvite #aptw Have to miss this now because of other engagements
1957629221,sadness,KimOFDakiraAve,"@DatDoodRace Thts kinda young 4 me, boo."
1957629319,worry,rosiemint,"Has horrible toothache, and had only a wink of sleep  xx"
1957629394,hate,jamskii23,Was woken up by my screamin lil nefuew
1957630067,sadness,nerdish,Weather is back to being great! Shame I have to wait in for my delivery
1957630785,sadness,lovejonas_x,@Jonasbrothers movie out today but i cant go see it
1957630903,worry,susieblake2002,In trouble - I haven't finished reading Crow Road  Book Club's off for me today I'm afraid. Lazy mare.
1957630905,worry,trashbandit,wishing my days off were the same days that people wanted to party.
1957630940,worry,hilarion,@capricious_and IKR. I myself am headed out for a meeting.
1957630949,sadness,Rohan_01,@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad)
1957631217,sadness,cindyrs,I hate the &quot;out-of-nowhere&quot; stuff...
1957631424,worry,MarkBrindle,Been rebuilding my Dev. machine after a disk crash last night
1957631448,worry,lovethepink,@haylescakes Sis...I dont think I will be up 4 2nite sadly  Im in alot of pain 2day &amp; had bad nite...can we go out anotha week soon?xx
1957631452,worry,Jennn__,"I can't believe it's 9am and i'm awake, and i have to start getting ready soon. I hate the doctor's"
1957632370,sadness,imuyachan,sick n tired of people who steal other people's work
1957632398,sadness,PuppyZach,"@SeandBlogonaut daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot"
1957632896,sadness,ChloeBell13,back at work  its too warm to be in here today!!!
1957633015,happiness,cookie_crumbles,Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;)
1957633103,worry,JesStar619208,@ColeyRenee I miss you terribly
1957633214,sadness,MaddySmally,"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!"
1957633293,worry,thongar,Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.
1957633384,sadness,missellenj,its too sunny for work  !!!
1957634550,love,5rob,They changed the way Golden Gaytimes are made. They used to be awesome.
1957634913,worry,JAYv2,"@FireFly74 And most of us are going to be stuck in an office, some without windows"
1957635569,worry,nokking,"@T_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice"
1957635726,happiness,casscc,@heyennovy haha we had balcony seats  not that great. there's a giant dragon thing that has glowing red eyes and moves its wings!
1957635781,worry,LizS4ra,"@treasaint don't i know it, writing an exam essay this weekend myself"
1957635919,worry,HalloweeNut,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up
1957636107,worry,katiemoffat,"oh dear, I'm being followed by someone that claims to help you stay young  the end is nigh"
1957636568,sadness,andreaakamana,boys and girls lie? awww is santa not real either?
1957636613,sadness,nigelcutty,@oliviamunn that was pretty lame babe
1957636679,worry,cataspanglish,"uff - hard to get going today, up half the night with 6 year old son"
1957636726,sadness,electromarkie,@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do
1957636776,worry,pete,@3Easy Last week of July  Will you be up and at em by then?
1957636784,worry,antorra,stunning business cards! ashamed of mine  http://bit.ly/zpsQo
1957636841,worry,brodiejay,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
1957636881,sadness,VitamynDee,i miss my daddy
1957636887,worry,bogart17,gawd the rain is too strong
1957636980,happiness,daniellemhicks,@lisaxjbx3 Goodnight is not on the trending topics.  lol
1957637097,worry,varsityfangirl,@thomasfiss ur gonna be missed you know  but i hope things will be better for you
1957638260,worry,HalloweeNut,is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up
1957638410,sadness,Newy_ShortStack,owww i think i tore something in my leg
1957638499,worry,twinklies,"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won't be happy"
1957638753,worry,marcogennuso,I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!
1957638771,love,QueenBxoxo,"Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@"
1957638860,sadness,jesssicababesss,@Beckinelson idkk if il get to see it again
1957639255,sadness,byatrobe,Bah day is not ending as nicely as it began
1957639281,sadness,ChimeraX,"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget"
1957639561,happiness,sentricmusic,@theJBs @wearecutaways  We were all set to get a room last Saturday! I can't apologise enough for missing out Deccy
1957639612,happiness,ArunBasilLal,@aravindkumar Whats up today..? missed the #coffeeclub that day
1957639804,worry,Overcast,@ApDiggles That was a horrible day.
1957639945,happiness,_ilovefashion,I wanna see the Jonas Brothers in concert..
1957640118,worry,serenium,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
1957640151,sadness,Beautiful_Leena,@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck
1957640730,worry,polyboyjt,"feels very, very rough!"
1957640886,sadness,sovietkiki,@ferretwho Defeated by a Polo
1957640993,worry,Mariine90,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow shit"
1957641364,sadness,violetbakes,"@violetbakes My friend is a massive Beatles fan, and she wasn't impressed"
1957641646,happiness,HannahLGrace,Nevermind! Beyonce doesn't have a Twitter  Haha
1957642933,sadness,MarkPower,@kathtrinder @samscam what's that? The sun? No sign here
1957643351,sadness,viintagedresses,@Emiily_Kate i know its heaps awesome. if your not working all weekend
1957643801,hate,JellyBeans1991,As predicted i feel lyk shit  gahh i hate bein ill!! At wrk tweet lata xx
1957645080,worry,_Toki_,@shinyflash my plans might have just gone out the window too  bit gutted.
1957645545,sadness,iandvedwards,@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac
1957645950,happiness,libbyoliver,@caldjr yeh me 2
1957646194,worry,x3_anahdez,can't go to sleeeeeep  whyyyyy
1957646478,love,Ingenue_Em,@mizplunderbunny *hugs* why?
1957646585,sadness,MegsEggs,It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.
1957647154,worry,becskr,Maybe I'm lacking in Friday feeling cos more of my trousers won't go on  Thunder thighs!
1957647362,worry,banksy34,I have a broken wrist
1957647768,happiness,simpsoid,"Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN"
1957648204,worry,nickcatal,the @collegedems 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year  - going to vegas then sounds much more fun
1957648354,worry,Rosinacarley,@HellenBach then he has gone down in my estimation
1957648527,worry,ginny_with_a_g,I'm awake and can't sleep bc I'm feeling sick  yuck!!!
1957648636,worry,slinqui,@allergymeds im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!
1957649134,worry,mayj,@arielleGore phaket.  what did anneliese want to do?
1957649481,love,portis_ed,"@sarahkate1 sleepover's the shit! I love those guy, I totally forgot they played tonight"
1957649700,worry,beeedi,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly
1957650050,happiness,ginevramicol,Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah
1957650383,sadness,twebbstack,@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times
1957650618,worry,Nessaspeaks,@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go
1957650667,worry,ASA_Gary,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.
1957650945,hate,dani_l37,I feel so useless
1957651728,sadness,mummyjane,Is now crying  Omg I am fed up with this pain !!!
1957652124,hate,lkespiritu,awhile ago it freaking hot! now it's wet  turn off!
1957652992,sadness,theephil,I'm up way to early today!  Work later.
1957653107,worry,Dmoney424,Wow.....I've been stood up  Might as well go to work.
1957653418,sadness,Tearaa,im really tired.. not much time to sleep
1957653553,worry,Marquise21,@peacelovetylr Help i need the stalker police can you give me their number
1957653981,sadness,kohlerm,"@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM"
1957654191,worry,Shadehouse,@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream
1957654739,sadness,tamyof_thetams,sad day!!!!! Love you Maï¿½ (8 years ago!)
1957655552,happiness,sarahjanelopez,"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!"
1957655903,worry,letronje,"@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it"
1957656059,sadness,lizzola,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand
1957656102,worry,BrenTheMeanCow,is scanning the pics all over again ..
1957656872,sadness,JeskaEatsBrains,@jennytalia SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one
1957657056,sadness,Ice_Ziggee,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done
1957657457,worry,merkayla,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!"
1957657765,hate,issie07,@x_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed
1957657920,worry,MissXu,is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.
1957657992,hate,polonapajk,Aaaaaaaa!! I hate fucking winshit!!
1957658054,worry,DrunkenBaracuda,That room will be an oven too
1957658212,hate,KevMain,"Think it may be time for a  lemsip soon, having a cold really sucks"
1957658327,worry,_greyblueeyes,i have to go to the doctor... i don't want to... cause there i can wait sooo long...
1957658932,sadness,Rowan_Henderson,"Fell down the stairs at dancing, sword fell on me and now my bum hurts"
1957659279,worry,shewitt,@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.
1957659731,worry,LuvMyGurlz,Its 1:11am and both my girls are still up! .. im so tired ..
1957659979,worry,krishol,Internet is getting damn slow today..
1957660486,love,tamyof_thetams,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!
1957660901,sadness,tom_uts,"@wethedan nope, would be no music"
1957662837,sadness,laceefranks,@JustDarline DArLiNE!!* miss you
1957662943,worry,thejellybeankid,Just missed my train
1957662946,worry,MadisonKellyNYC,"@iprmktg Haaay are those the Kettle black joints???  I have them in black!!! Super dope, just wished they came in gold!!!"
1957663147,worry,zoyaz,"driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson"
1957663256,worry,agiftedmind,You all have no Idea how badly I wish that I was at botcon.  Oh well! NEXT YEAR!
1957663307,worry,KINGmoney,@illestnana me and my friend over here are disappointed we cant make it
1957663384,sadness,martygallagher,Why didn't I book today off as well could not be bothered with work the weather is too good to be in here
1957663637,hate,mkeats,@alexlomas Bastard! I want to be at the beach in the sun
1957663654,worry,sprinkles_,"@MadamSalami i had to get the same sized jeans, i couldnt get my hips into the 14's"
1957663833,worry,sarahakh,cant believe i stay out this late!.....waking up for work in T-minus 4hours
1957663990,happiness,pony_hooves,@QueenKelso dooood! it is working! tea time later? are you working tonight?
1957663999,worry,Anniee451,@CNReilly I missed Match Game tonight    I hope I make it tomorrow night.
1957664259,sadness,ChewChewTray,@ncremins thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...
1957664536,happiness,Ziliphar,I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office
1957664578,hate,crashedinlife,I bruised my toe worse than my I did my finger. It fuckin hurts right now even with ice on it
1957665077,hate,lilpaowow,"@ShiGGaShay - I only get bubble tea during the cambodian new year - only once a year  &amp; when i do, i stand in line for over 10-15 min."
